repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.5714765100671141,0.6301551231151091,0.7174001778029686,0.5454099939090564,0.7174001778029686,"[np.float64(0.7287317620650954), np.float64(0.7006678809957498), np.float64(0.72675), np.float64(0.6931666666666667), np.float64(0.6824167601945379), np.float64(0.7380645161290322), np.float64(0.6924412393162394), np.float64(0.7191666666666667), np.float64(0.7355681735458979), np.float64(0.7570281124497992)]"
10,0.6006711409395973,0.6310624374848939,0.7234824341773003,0.5669789786393394,0.7234824341773003,"[np.float64(0.7434717545828656), np.float64(0.6984669095324834), np.float64(0.7323333333333333), np.float64(0.7151666666666667), np.float64(0.6765806210250656), np.float64(0.736209677419355), np.float64(0.7145432692307692), np.float64(0.72275), np.float64(0.7283977578801777), np.float64(0.7669043521022867)]"
10,0.5714765100671141,0.6301551231151091,0.7174001778029686,0.5454099939090564,0.7174001778029686,"[np.float64(0.7287317620650954), np.float64(0.7006678809957498), np.float64(0.72675), np.float64(0.6931666666666667), np.float64(0.6824167601945379), np.float64(0.7380645161290322), np.float64(0.6924412393162394), np.float64(0.7191666666666667), np.float64(0.7355681735458979), np.float64(0.7570281124497992)]"
10,0.5955257270693513,0.6318361897755833,0.7150353437982709,0.5661099936327048,0.7150353437982709,"[np.float64(0.7202538169168331), np.float64(0.7286480469540579), np.float64(0.7148513197460742), np.float64(0.7016862447896931), np.float64(0.6907713498622591), np.float64(0.7208064516129031), np.float64(0.6808359954192031), np.float64(0.7177696822505566), np.float64(0.7216227533337628), np.float64(0.7531077770973666)]"
10,0.18747203579418345,0.2930957473441402,0.5009567906050981,0.15873162425507456,0.5009567906050981,"[np.float64(0.5), np.float64(0.5027322404371585), np.float64(0.5), np.float64(0.5), np.float64(0.5013774104683195), np.float64(0.5026881720430108), np.float64(0.5), np.float64(0.5), np.float64(0.502770083102493), np.float64(0.5)]"
10,0.18747203579418345,0.2930957473441402,0.5009567906050981,0.15873162425507456,0.5009567906050981,"[np.float64(0.5), np.float64(0.5027322404371585), np.float64(0.5), np.float64(0.5), np.float64(0.5013774104683195), np.float64(0.5026881720430108), np.float64(0.5), np.float64(0.5), np.float64(0.502770083102493), np.float64(0.5)]"
10,0.18747203579418345,0.2930957473441402,0.5009567906050981,0.15873162425507456,0.5009567906050981,"[np.float64(0.5), np.float64(0.5027322404371585), np.float64(0.5), np.float64(0.5), np.float64(0.5013774104683195), np.float64(0.5026881720430108), np.float64(0.5), np.float64(0.5), np.float64(0.502770083102493), np.float64(0.5)]"
10,0.18747203579418345,0.2930957473441402,0.5009567906050981,0.15873162425507456,0.5009567906050981,"[np.float64(0.5), np.float64(0.5027322404371585), np.float64(0.5), np.float64(0.5), np.float64(0.5013774104683195), np.float64(0.5026881720430108), np.float64(0.5), np.float64(0.5), np.float64(0.502770083102493), np.float64(0.5)]"
10,0.8756152125279641,0.8330335328629109,0.7190996200400311,0.7542219321317039,0.7190996200400311,"[np.float64(0.7156638536365393), np.float64(0.710635498886865), np.float64(0.7463748747076512), np.float64(0.7372489579386131), np.float64(0.6762593467138923), np.float64(0.7505376344086021), np.float64(0.6705894762220481), np.float64(0.7332523780611212), np.float64(0.7594053984410231), np.float64(0.691028781383956)]"
10,0.5955257270693513,0.6318361897755833,0.7150353437982709,0.5661099936327048,0.7150353437982709,"[np.float64(0.7202538169168331), np.float64(0.7286480469540579), np.float64(0.7148513197460742), np.float64(0.7016862447896931), np.float64(0.6907713498622591), np.float64(0.7208064516129031), np.float64(0.6808359954192031), np.float64(0.7177696822505566), np.float64(0.7216227533337628), np.float64(0.7531077770973666)]"
